author_timestamp,n_additions,n_deletions
2014-03-14 14:06:32,0,1
2014-03-14 14:06:32,0,1
2014-03-14 14:06:32,0,1
2014-03-14 14:06:32,0,1
2014-03-14 14:06:32,0,1
2014-03-14 14:06:32,0,5
2014-03-14 14:06:32,0,8
2014-03-14 14:06:32,0,49
2014-03-14 14:06:32,0,10
2014-03-14 14:56:20,2,2
2014-03-14 14:56:20,7,19
2014-03-06 22:41:01,12,38
2014-03-06 22:41:01,0,2
2014-03-06 01:41:36,19,29
2014-03-06 01:41:36,1,2
2014-03-06 01:39:00,7,7
2014-03-06 01:33:08,4,4
2014-03-06 01:33:08,0,25
2014-03-06 01:33:08,0,1
2014-03-06 01:33:08,2,2
2014-03-06 01:33:08,3,3
2014-02-27 19:40:10,4,1
2014-02-27 19:40:10,18,3
2014-02-27 19:40:10,1,0
2014-02-27 14:35:45,7,3
2014-02-27 14:35:45,118,79
2014-02-27 14:35:45,3,0
2014-02-27 14:35:45,3,0
2014-03-21 01:10:51,1,1
2014-03-21 01:10:51,43,35
2014-03-21 01:10:51,15,10
2014-03-21 01:10:51,1,2
2014-03-21 14:14:08,7,10
2014-03-21 00:34:43,23,9
2014-02-28 18:46:44,1,1
2014-02-28 18:46:44,57,23
2014-03-20 19:18:22,13,16
2014-03-23 04:28:40,2,2
2014-03-04 19:54:22,43,12
2014-03-04 19:54:22,1,14
2014-03-04 19:54:22,10,10
2014-03-04 19:54:22,1,1
2014-03-04 04:48:18,7,6
2014-02-10 20:18:55,4,4
2014-03-07 01:52:32,17,1
2014-03-07 02:13:18,81,54
2014-03-07 02:08:24,16,46
2014-02-02 12:05:05,3,6
2014-02-09 20:18:09,2,2
2014-02-09 20:18:09,1,1
2014-02-09 20:18:09,1,1
2014-02-09 20:18:09,0,17
2014-02-09 20:18:09,1,1
2014-02-09 20:18:09,7,1
2014-02-09 20:18:09,2,2
2014-01-26 17:37:55,6,3
2013-11-22 18:25:39,2,2
2013-11-22 18:25:39,0,8
2013-11-22 18:25:39,4,4
2013-11-22 06:53:47,0,1
2013-11-22 06:53:47,22,99
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,3,2
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,0,1
2013-11-22 06:45:04,2,1
2013-12-23 21:51:33,5,8
2013-12-12 04:07:51,23,46
2013-12-11 00:48:58,22,40
2013-12-11 00:48:58,0,2
2013-12-10 22:05:05,15,24
2013-12-10 21:54:28,1,1
2013-12-10 21:54:28,0,2
2013-12-10 21:54:28,19,4
2013-12-10 21:54:28,1,1
2013-12-10 21:54:28,0,20
2013-12-10 21:54:28,1,1
2013-12-10 21:35:14,12,16
2013-12-10 19:43:54,25,32
2013-11-30 03:54:55,1,13
2013-11-30 03:51:47,13,16
2013-11-29 06:48:32,1,2
2013-10-25 21:04:27,18,31
2013-10-25 20:41:01,2,4
2013-10-25 20:39:14,0,29
2013-10-25 20:39:14,29,0
2013-10-25 22:47:37,1,7
2013-10-25 22:47:37,1,18
2013-10-25 22:47:37,1,11
2013-10-25 22:47:37,1,10
2013-10-25 22:47:37,1,10
2013-10-25 22:47:37,7,5
2013-10-25 22:47:37,1,17
2013-10-25 22:47:37,1,7
2013-10-25 22:47:37,2,0
2013-10-25 22:47:37,1,6
2013-10-25 22:47:37,1,10
2013-06-02 23:53:40,4,4
2013-06-02 23:53:40,10,13
2013-06-02 23:53:40,2,2
2013-11-16 02:58:33,1,1
2013-11-16 02:55:52,2,2
2013-09-01 19:57:51,0,5
2013-09-01 19:57:51,4,4
2013-11-13 12:52:33,5,2
2013-11-13 12:45:40,6,3
2013-11-10 03:19:48,1,1
2013-11-04 00:49:19,0,10
2013-11-04 00:46:35,0,4
2013-11-06 14:54:52,8,0
2013-11-06 14:54:52,1,1
2013-11-06 14:54:52,6,14
2013-11-06 14:54:52,1,1
2013-10-14 11:39:56,15,18
2013-10-14 11:39:56,16,19
2013-10-13 21:57:29,2,2
2013-10-13 21:57:29,1,1
2013-10-13 21:57:29,1,1
2013-10-13 21:57:29,2,2
2013-10-13 21:23:53,1,1
2013-10-13 21:23:53,1,1
2013-10-13 21:23:53,1,1
2013-10-13 21:23:53,1,1
2013-10-13 21:23:53,1,1
2013-10-13 21:23:53,1,1
2013-10-13 21:23:53,1,1
2013-10-13 21:23:53,1,1
2013-10-13 21:23:53,1,1
2013-10-13 21:23:53,1,1
2013-10-13 21:23:53,1,1
2013-10-13 21:23:53,1,1
2013-10-13 21:23:53,1,1
2013-10-13 21:23:53,1,1
2013-10-09 14:26:28,0,66
2013-10-09 14:26:28,0,3
2013-10-03 02:35:11,2,48
2013-10-03 02:35:11,43,0
2013-10-03 02:35:11,1,0
2013-10-08 15:05:01,1,1
2013-10-08 15:05:01,2,8
2013-10-08 15:05:01,2,8
2013-10-08 15:05:01,9,0
2013-10-08 15:05:01,1,0
2013-10-08 13:44:29,19,49
2013-10-08 13:26:08,1,1
2013-10-08 13:26:08,1,1
2013-10-08 13:26:08,2,2
2013-10-08 13:26:08,3,8
2013-10-08 13:26:08,14,29
2013-10-08 13:26:08,1,2
2013-10-08 13:11:48,12,5
2013-10-07 11:23:45,0,3
2013-10-07 11:22:01,8,12
2013-10-07 11:22:01,3,4
2013-10-06 02:24:29,1,1
2013-10-06 02:24:29,2,2
2013-10-06 02:24:29,17,26
2013-10-06 02:24:29,1,1
2013-10-06 02:24:29,2,4
2013-10-06 02:24:29,3,3
2013-10-05 22:58:47,30,79
2013-10-05 22:08:47,3,11
2013-10-05 21:50:15,2,4
2013-10-05 21:50:15,2,6
2013-10-05 21:50:15,3,1
2013-10-05 21:50:15,3,1
2013-10-05 21:50:15,1,1
2013-10-05 21:22:57,2,4
2013-10-05 21:22:57,2,5
2013-10-05 21:22:57,2,2
2013-10-05 21:22:57,3,1
2013-10-05 21:22:57,3,2
2013-10-05 21:22:57,3,7
2013-10-05 19:32:35,23,36
2013-10-05 19:32:35,14,0
2013-10-05 19:32:35,1,0
2013-10-05 19:32:35,2,0
2013-10-06 15:10:08,35,34
2013-10-05 18:19:39,0,10
2013-10-04 22:17:02,1,1
2013-10-04 22:17:02,1,2
2013-10-04 22:17:02,1,1
2013-10-04 15:09:01,10,22
2013-10-04 15:06:42,0,125
2013-10-04 15:06:42,0,3
2013-10-04 15:06:42,0,2
2013-10-04 15:06:42,2,12
2013-10-04 15:06:42,0,13
2013-11-08 17:45:01,14,24
2013-09-30 02:06:07,12,7
2013-09-30 02:06:07,5,5
2013-09-30 02:06:07,26,23
2013-09-30 02:06:07,86,48
2013-09-30 02:06:07,2,0
2013-09-30 02:06:07,1,1
2013-11-08 17:31:16,84,110
2013-10-04 01:21:39,1,1
2013-10-04 01:21:39,2,0
2013-10-04 01:21:39,1,1
2013-10-03 17:28:06,1,0
2013-10-03 17:28:06,7,1
2013-10-03 17:22:44,12,7
2013-10-03 17:22:44,1,1
2013-10-03 17:16:50,1,0
2013-10-03 17:16:50,11,8
2013-10-03 16:53:37,1,0
2013-10-03 16:53:37,8,2
2013-10-03 16:46:44,1,0
2013-10-03 16:46:44,4,9
2013-10-03 16:37:18,6,3
2013-10-03 16:37:18,1,2
2013-10-03 16:25:10,1,0
2013-10-03 16:25:10,14,14
2013-10-04 21:06:56,1,1
2013-10-04 21:06:56,1,0
2013-10-01 20:18:06,2,9
2013-10-01 20:11:26,2,1
2013-10-01 20:11:26,2,2
2013-10-01 20:11:26,23,19
2013-10-01 20:11:26,3,3
2013-10-01 19:09:58,87,118
2013-09-29 22:09:05,6,6
2013-09-29 15:24:49,1,0
2013-09-29 15:24:49,0,4
2013-09-29 15:24:49,13,0
2013-09-29 15:24:49,47,48
2013-09-29 15:24:49,1,2
2013-09-29 14:59:59,4,4
2013-09-29 03:10:55,1,1
2013-09-29 03:10:55,7,15
2013-09-29 03:10:55,1,2
2013-09-29 00:47:57,18,30
2013-09-29 00:30:00,0,2
2013-09-29 00:29:00,0,2
2013-09-28 16:54:06,0,2
2013-09-28 16:41:25,16,23
2013-09-17 02:41:01,1,5
2013-09-17 02:22:16,0,2
2013-09-17 01:37:36,2,2
2013-09-17 01:34:53,1,3
2013-09-22 20:27:52,1,1
2013-09-22 20:27:52,0,3
2013-09-22 20:27:52,1,1
2013-09-22 20:27:52,0,6
2013-09-22 20:27:52,2,2
2013-09-22 20:27:52,3,3
2013-09-22 20:27:52,1,1
2013-09-22 20:27:52,1,1
2013-09-22 20:27:52,0,3
2013-09-22 20:27:52,3,3
2013-09-22 20:27:52,2,2
2013-09-22 20:27:52,1,1
2013-09-22 20:27:52,4,4
2013-09-22 20:27:52,1,1
2013-09-22 20:27:52,15,19
2013-09-22 20:27:52,2,3
2013-09-22 20:27:52,2,2
2013-09-22 20:27:52,2,2
2013-09-22 20:27:52,5,6
2013-09-22 20:27:52,6,2
2013-09-22 20:27:52,8,16
2013-09-22 20:27:52,1,1
2013-09-22 20:27:52,2,2
2013-09-22 20:27:52,3,3
2013-09-22 20:27:52,1,1
2013-09-22 20:27:52,1,1
2013-09-22 20:27:52,2,2
2013-09-22 20:27:52,1,1
2013-09-22 20:27:52,2,2
2013-09-22 18:42:05,0,5
2013-09-22 18:42:05,0,208
2013-09-22 18:33:32,0,4
2013-09-22 18:17:15,3,9
2013-09-22 18:17:15,6,11
2013-09-22 18:17:15,6,13
2013-09-22 18:17:15,4,12
2013-09-22 18:17:15,4,2
2013-09-22 18:17:15,11,0
2013-09-22 18:17:15,6,16
2013-09-22 18:17:15,3,14
2013-09-17 01:19:20,1,5
2013-09-16 14:59:55,20,35
2013-09-16 14:59:55,4,8
2013-09-16 14:58:53,19,22
2013-09-16 14:58:53,2,4
2013-09-16 14:58:53,8,8
2013-09-16 14:57:41,6,6
2013-09-16 14:57:01,6,6
2013-09-16 14:57:01,6,9
2013-09-16 14:57:01,13,15
2013-09-16 14:57:01,2,2
2013-09-16 14:57:01,4,5
2013-09-16 14:53:17,48,70
2013-09-16 14:53:17,7,9
2013-09-16 14:53:17,43,73
2013-09-16 14:53:17,1,3
2013-09-16 14:53:17,4,4
2013-09-16 14:53:17,2,2
2013-09-16 14:53:17,4,2
2013-09-16 14:53:17,1,3
2013-09-16 14:53:17,4,4
2013-09-16 14:53:17,4,4
2013-09-16 14:53:17,2,4
2013-09-16 14:35:31,30,30
2013-09-16 14:30:04,1,1
2013-09-16 14:30:04,0,2
2013-09-16 14:30:04,0,7
2013-09-16 14:30:04,1,11
2013-09-16 14:30:04,1,8
2013-09-16 14:30:04,10,0
2013-09-16 14:30:04,1,9
2013-09-16 14:30:04,1,0
2013-09-16 01:20:49,34,34
2013-09-16 00:54:18,1,2
2013-09-16 00:50:13,0,14
2013-09-16 00:50:13,2,2
2013-09-16 00:50:13,1,2
2013-09-16 00:45:11,16,14
2013-09-16 00:45:11,4,1
2013-09-15 23:41:16,1,1
2013-09-17 12:07:11,12,0
2013-09-17 12:07:11,0,2
2013-09-17 12:07:11,0,6
2013-09-17 12:07:11,0,4
2013-10-20 12:44:39,2,2
2013-09-16 14:57:01,6,6
2013-09-16 14:57:01,6,9
2013-09-16 14:57:01,13,15
2013-09-16 14:57:01,2,2
2013-09-16 14:57:01,4,5
2013-10-01 17:11:21,2,2
2013-09-29 20:29:04,0,3
2013-09-29 18:59:30,4,3
2013-09-17 12:10:18,4,3
2013-09-16 23:22:33,1,7
2013-09-16 23:22:33,19,14
2013-09-14 21:32:12,3,10
2013-09-10 16:00:43,14,24
2013-09-10 16:00:43,14,24
2013-09-09 19:22:25,31,32
2013-09-09 00:18:44,24,11
2013-09-09 00:18:44,1,0
2013-09-08 18:03:27,3,0
2013-09-08 18:03:27,11,12
2013-09-08 18:03:27,1,1
2013-09-08 18:03:27,0,3
2013-09-08 17:41:33,27,33
2013-08-30 16:29:49,2,1
2013-08-30 16:29:49,17,16
2013-07-19 17:12:31,1,1
2013-09-06 20:55:36,1,1
2013-08-03 08:09:34,0,24
2013-09-05 16:11:29,6,6
2013-09-03 16:00:44,9,0
2013-09-03 16:00:44,82,0
2013-08-30 19:47:17,10,10
2013-08-30 19:04:22,10,10
2013-08-30 16:48:53,5,6
2013-08-30 16:47:21,15,16
2013-08-30 16:41:41,6,7
2013-08-24 16:06:16,7,19
2013-07-19 14:09:56,12,14
2013-07-19 14:05:21,3,6
2013-07-19 14:05:21,14,14
2013-07-19 14:05:21,10,10
2013-07-19 14:05:21,12,16
2013-07-19 13:10:21,1,1
2013-07-19 13:10:21,22,27
2013-07-19 13:10:21,2,2
2013-07-19 13:03:49,1,1
2013-07-19 13:03:49,32,32
2013-07-19 13:03:49,1,2
2013-07-19 12:13:30,0,1
2013-07-19 12:13:30,0,1
2013-07-19 12:13:30,0,1
2013-07-19 12:10:36,9,9
2013-07-19 12:10:36,6,6
2013-07-19 12:10:36,7,7
2013-07-19 12:10:36,12,12
2013-07-19 12:10:36,13,13
2013-07-19 12:10:36,7,7
2013-07-19 12:10:36,7,7
2013-07-19 12:10:36,10,10
2013-07-19 12:10:36,6,6
2013-07-19 12:10:36,9,9
2013-07-19 12:10:36,13,14
2013-07-19 12:10:36,5,5
2013-07-19 11:58:27,1,1
2013-07-19 11:58:27,1,1
2013-07-19 11:58:27,1,1
2013-07-19 11:58:27,1,1
2013-07-19 11:58:27,3,3
2013-07-19 11:58:27,1,1
2013-07-19 11:58:27,2,2
2013-07-19 11:58:27,1,1
2013-07-19 11:58:27,2,2
2013-07-19 11:58:27,7,8
2013-07-19 11:58:27,1,2
2013-07-19 11:54:56,1,1
2013-07-19 11:54:56,12,12
2013-07-19 11:54:56,1,1
2013-07-19 11:52:42,11,11
2013-07-19 11:52:42,8,9
2013-07-19 11:52:42,10,10
2013-07-19 11:52:42,14,14
2013-07-19 11:52:42,17,18
2013-07-19 11:52:42,9,9
2013-07-19 11:52:42,12,12
2013-07-19 11:52:42,1,1
2013-07-19 11:52:42,8,8
2013-07-19 11:52:42,1,1
2013-07-19 11:47:29,1,1
2013-07-19 11:47:29,13,13
2013-07-19 11:47:29,1,1
2013-07-16 13:58:45,5,21
2013-07-16 14:15:46,1,1
2013-07-16 14:15:46,1,1
2013-08-30 19:46:46,4,2
2013-09-01 20:06:39,8,6
2013-08-31 16:57:10,4,3
2013-08-24 16:08:17,11,0
2013-08-24 16:08:17,1,7
2013-08-24 16:08:17,1,0
2013-08-24 16:08:17,1,7
2013-08-05 13:37:37,19,79
2013-08-05 13:37:37,1,1
2013-07-19 23:13:55,10,15
2013-07-19 23:11:32,2,0
2013-07-19 23:11:32,2,2
2013-07-14 13:55:39,2,3
2013-07-14 13:50:23,1,10
2013-07-14 13:48:35,1,13
2013-07-14 13:43:25,2,1
2013-07-14 13:16:52,2,11
2013-07-14 13:09:57,9,25
2013-07-14 12:43:54,2,2
2013-07-14 12:43:54,5,13
2013-07-14 12:43:54,8,12
2013-07-14 12:43:54,8,6
2013-07-13 09:26:37,1,1
2013-07-13 09:26:37,1,1
2013-07-13 09:26:37,1,1
2013-07-13 09:26:37,1,1
2013-07-13 09:26:37,2,2
2013-07-13 09:26:37,6,2
2013-07-06 19:04:23,3,3
2013-07-06 19:04:23,4,4
2013-07-05 15:06:16,0,2
2013-07-05 15:06:16,1,1
2013-07-05 15:06:16,4,4
2013-07-05 15:06:16,2,2
2013-07-05 15:06:16,1,1
2013-07-05 15:06:16,2,2
2013-07-05 15:06:16,2,2
2013-07-05 14:59:33,1,1
2013-07-05 14:59:33,4,4
2013-07-05 14:59:33,1,1
2013-07-05 14:59:33,2,2
2013-07-05 14:59:33,1,1
2013-07-05 14:59:33,1,1
2013-07-05 14:59:33,1,1
2013-07-05 14:59:33,1,1
2013-07-05 14:59:33,3,3
2013-07-05 14:59:33,1,1
2013-07-05 14:59:33,1,1
2013-07-05 14:59:33,5,0
2013-07-03 12:19:23,2,0
2013-07-03 12:19:23,5,0
2013-06-29 09:23:08,46,1
2013-06-23 18:45:30,3,7
2013-06-23 17:34:45,1,22
2013-06-23 08:46:49,2,20
2013-06-23 08:43:48,3,25
2013-06-23 08:35:26,2,18
2013-06-23 08:30:24,1,25
2013-06-23 08:29:00,2,21
2013-06-23 08:09:11,1,21
2013-06-23 08:08:05,2,16
2013-06-19 11:41:54,20,11
2013-06-19 11:26:04,2,0
2013-06-19 11:26:04,1,0
2013-06-19 11:26:04,1,1
2013-06-19 11:26:04,0,1
2013-06-17 06:05:35,2,26
2013-06-17 11:26:19,2,2
2013-06-17 13:45:46,3,25
2013-06-17 13:44:23,2,14
2013-06-17 11:31:22,1,16
2013-06-17 11:27:47,2,13
2013-06-17 11:23:54,1,21
2013-06-22 08:10:22,1,21
2013-06-16 16:27:42,1,19
2013-06-16 16:27:42,20,0
2013-06-16 16:27:42,2,0
2013-06-16 16:05:38,2,3
2013-06-16 16:05:38,1,1
2013-06-16 16:05:38,4,5
2013-06-16 16:05:38,1,1
2013-06-16 16:05:23,1,2
2013-06-16 15:32:35,4,4
2013-06-16 15:08:36,0,3
2013-06-16 15:05:07,0,3
2013-06-16 13:25:12,1,1
2013-06-16 13:25:12,1,1
2013-06-16 13:25:12,2,2
2013-06-15 07:37:47,0,29
2013-06-15 07:37:47,0,2
2013-06-15 07:37:47,0,1
2013-06-19 09:21:03,1,7
2013-06-15 07:33:10,13,23
2013-06-15 07:15:20,28,30
2013-06-15 07:15:20,7,10
2013-06-15 07:15:20,1,1
2013-06-15 07:15:20,6,6
2013-06-15 06:45:10,3,3
2013-06-15 06:26:35,2,4
2013-06-15 01:53:23,0,11
2013-06-15 01:53:23,4,0
2013-06-15 01:49:36,12,6
2013-06-12 05:35:33,24,0
2013-06-11 08:52:02,46,1
2013-06-11 04:34:36,3,1
2013-06-11 04:34:36,14,2
2013-06-11 04:34:36,1,0
2013-06-07 05:20:27,1,0
2013-06-07 05:20:27,1,0
2013-06-07 05:20:27,1,0
2013-06-07 05:20:27,16,0
2013-06-07 05:20:27,24,0
2013-06-07 05:20:27,13,0
2013-06-07 05:20:27,60,0
2013-06-07 05:20:27,9,4
2013-06-07 05:20:27,2,0
2013-06-07 05:20:27,1,0
2013-06-07 05:20:27,4,0
2013-06-07 05:20:27,32,0
2013-06-11 04:23:01,6,4
2013-06-11 04:23:01,3,2
2013-06-11 04:23:01,4,4
2013-06-11 04:23:01,28,21
2013-05-24 00:10:34,2,0
2013-05-24 00:10:34,0,2
2013-05-24 00:07:11,5,4
2013-06-06 13:12:33,3,21
2013-06-05 18:09:55,15,25
2013-05-23 02:22:04,6,7
2013-05-23 02:22:04,5,7
2013-05-23 02:22:04,14,19
2013-05-23 02:22:04,5,5
2013-05-23 02:22:04,4,4
2013-05-23 02:22:04,4,3
2013-05-23 02:22:04,4,3
2013-05-23 02:22:04,14,19
2013-05-23 02:22:04,1,1
2013-05-23 01:44:23,1,1
2013-05-23 01:44:23,3,0
2013-05-23 01:44:23,2,2
2013-05-23 01:44:23,2,2
2013-05-23 01:44:23,1,1
2013-05-23 01:44:23,4,9
2013-05-23 01:44:23,0,1
2013-05-23 01:23:40,15,20
2013-05-23 01:15:30,19,57
2013-05-23 01:06:00,51,99
2013-05-23 01:06:00,2,2
2013-05-23 01:06:00,2,2
2013-05-23 01:06:00,5,8
2013-05-22 22:37:16,54,49
2013-05-22 21:07:56,5,8
2013-05-22 21:07:56,7,10
2013-05-22 21:07:56,8,10
2013-05-22 21:07:56,5,6
2013-05-22 21:07:56,13,18
2013-05-22 21:07:56,5,7
2013-05-22 21:07:56,1,2
2013-05-22 20:48:09,4,5
2013-05-22 20:48:09,1,2
2013-05-22 20:48:09,16,32
2013-05-22 20:34:19,6,7
2013-05-22 20:31:14,37,61
2013-05-22 19:11:27,34,43
2013-05-22 18:59:39,23,27
2013-05-22 18:29:35,23,26
2013-05-22 17:44:05,22,18
2013-05-22 20:17:25,1,1
2013-05-22 20:17:25,1,1
2013-05-22 20:17:25,79,98
2013-05-18 07:15:00,23,31
2013-05-18 07:03:58,17,20
2013-05-18 06:58:57,29,27
2013-05-18 02:58:58,2,3
2013-05-18 02:58:58,1,1
2013-05-18 02:58:58,12,13
2013-05-18 02:45:29,4,5
2013-05-18 02:42:17,11,15
2013-05-18 02:42:17,1,1
2013-05-18 02:42:17,7,7
2013-05-18 01:22:31,27,56
2013-05-18 01:11:59,20,22
2013-05-17 22:08:49,16,36
2013-05-17 22:02:17,8,13
2013-05-17 22:02:17,14,22
2013-05-17 21:51:41,27,44
2013-05-17 21:44:42,24,44
2013-05-17 21:30:10,18,24
2013-05-17 21:06:34,15,34
2013-05-17 21:00:34,29,33
2013-05-17 21:00:34,1,1
2013-05-17 21:00:34,1,1
2013-05-17 20:52:26,48,50
2013-05-17 20:34:50,25,26
2013-05-17 20:08:53,68,89
2013-05-17 20:08:53,1,1
2013-05-17 20:08:53,65,98
2013-05-17 19:32:10,14,17
2013-05-17 19:17:59,31,34
2013-05-17 19:05:25,38,55
2013-05-16 18:36:14,18,30
2013-05-16 18:31:02,18,47
2013-05-16 18:14:48,24,32
2013-05-16 18:14:48,2,2
2013-05-16 18:14:48,4,2
2013-05-16 18:14:48,8,15
2013-05-16 17:48:17,16,22
2013-05-16 17:41:48,14,21
2013-05-16 16:07:31,13,19
2013-05-16 16:07:31,130,232
2013-05-16 16:07:31,44,51
2013-05-16 16:07:31,42,57
2013-05-16 16:07:31,4,4
2013-05-16 16:07:31,22,51
2013-05-16 16:07:31,4,4
2013-05-16 16:07:31,28,42
2013-05-16 16:07:31,6,12
2013-05-16 05:52:12,44,50
2013-05-16 05:41:10,32,42
2013-05-16 05:28:34,51,70
2013-05-16 05:22:00,9,12
2013-05-16 05:17:58,12,28
2013-05-16 05:14:46,16,41
2013-05-16 05:09:37,26,36
2013-05-16 01:02:48,65,91
2013-05-16 01:02:48,6,0
2013-05-16 00:23:06,1,1
2013-05-16 00:23:06,2,2
2013-05-16 00:23:06,30,49
2013-05-16 00:23:06,31,7
2013-05-15 22:51:49,12,15
2013-05-15 22:51:49,19,23
2013-05-15 22:51:49,16,21
2013-05-15 22:51:49,12,16
2013-05-15 22:49:12,1,1
2013-05-15 22:49:12,15,4
2013-05-15 22:49:12,2,2
2013-05-15 22:49:12,1,1
2013-05-15 22:49:12,8,6
2013-05-15 22:49:12,11,4
2013-05-15 22:49:12,9,0
2013-05-15 17:52:59,3,0
2013-05-15 17:52:59,3,1
2013-05-15 17:52:59,3,1
2013-05-15 17:52:59,9,3
2013-05-15 17:52:59,3,1
2013-05-15 17:52:59,3,1
2013-05-15 17:52:59,9,4
2013-05-15 17:52:59,3,1
2013-05-15 17:52:59,13,8
2013-05-15 17:52:59,4,0
2013-05-12 14:14:07,1,1
2013-05-12 14:14:07,1,1
2013-05-12 14:12:11,0,3
2013-05-11 16:39:26,0,1
2013-05-11 16:38:38,0,2
2013-05-11 16:37:38,0,4
2013-05-11 16:33:31,0,1
2013-05-11 16:27:16,1,1
2013-05-11 16:23:17,0,1
2013-05-11 16:21:55,0,10
2013-05-11 16:19:34,1,1
2013-05-11 16:18:01,0,1
2013-05-11 16:15:47,0,1
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,0,2
2013-05-11 16:13:10,0,7
2013-05-11 16:13:10,0,7
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,0,1
2013-05-11 16:13:10,0,1
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,0,4
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,1,3
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,1,0
2013-05-11 16:13:10,1,0
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,0,2
2013-05-11 16:13:10,0,7
2013-05-11 16:13:10,0,3
2013-05-11 16:13:10,0,8
2013-05-11 16:13:10,4,0
2013-06-23 20:26:50,0,1
2013-06-22 07:01:38,1,1
2013-06-20 14:58:36,6,0
2013-06-20 14:58:36,16,8
2013-06-20 14:58:36,18,13
2013-06-20 14:58:36,0,2
2013-06-20 14:58:36,1,0
2013-06-19 08:35:42,1,1
2013-06-05 18:07:08,2,2
2013-06-06 23:33:47,2,2
2013-05-23 08:38:22,1,1
2013-05-23 08:38:22,8,7
2013-05-22 17:41:26,2,2
2013-05-18 06:38:52,6,4
2013-05-17 19:21:56,1,1
2013-03-19 18:25:51,0,4
2013-03-19 18:25:51,1,1
2013-03-19 18:25:51,2,2
2013-03-06 01:12:41,1,9
2013-03-06 01:10:59,1,1
2013-03-06 01:10:59,0,7
2013-03-06 01:10:59,0,7
2013-03-06 01:10:59,1,1
2013-03-06 01:10:59,0,8
2013-03-06 01:10:59,0,8
2013-03-06 01:10:59,0,9
2013-03-06 01:10:59,1,1
2013-03-06 01:10:59,0,9
2013-03-06 01:10:59,1,1
2013-03-06 01:10:59,0,9
2013-03-06 01:10:59,0,3
2013-03-06 01:10:59,1,1
2013-03-06 01:10:59,17,0
2013-03-06 01:10:59,2,0
2013-03-06 01:10:59,1,0
2013-05-08 02:28:48,1,8
2013-05-06 02:11:03,6,8
2013-05-06 02:11:03,4,7
2013-05-06 02:11:03,4,7
2013-05-06 02:11:03,1,1
2013-05-06 02:11:03,2,2
2013-05-06 02:11:03,1,7
2013-05-06 02:11:03,3,13
2013-05-06 02:11:03,1,1
2013-05-06 01:52:57,2,3
2013-05-06 01:52:57,1,2
2013-05-06 01:52:57,1,2
2013-05-06 01:52:57,2,4
2013-05-06 01:52:57,2,3
2013-05-06 01:52:57,2,3
2013-05-06 01:52:57,2,4
2013-05-06 01:52:57,2,3
2013-05-06 01:52:57,1,3
2013-05-06 01:52:57,2,4
2013-05-06 01:52:57,1,2
2013-05-06 01:52:57,1,3
2013-05-06 01:52:57,4,5
2013-05-06 01:52:57,1,3
2013-05-06 01:52:57,1,3
